sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp,test
72.0,130.0,166.0,87.0,96.0,76.0,47.25,14.85,,,,7.45,754.58,1233.18,989.42,863.18,719.5,557.56,823.47,742.68,933.47,816.61,635.78,998.01,661.07,661.11,999.95,887.72,841.94,908.76,787.76,,,168.13,191.7,194.84,186.54,186.78,217.39,220.8,187.95,210.91,208.77,8.22,170.48,284.26,50.25,15.82,8.71,204.88,308.93,56.57,12.83,8.27,180.38,295.61,57.89,9.86,8.43,181.34,289.1,54.57,12.73,8.45,195.5,304.72,58.44,7.77,6.71,143.94,239.15,46.34,7.17,8.04,159.73,279.64,47.76,9.62,8.63,166.73,291.64,57.5,11.04,8.49,165.64,289.85,49.18,21.04,7.73,159.38,278.51,53.87,12.65,8.65,157.16,290.08,55.62,13.48,5.95,108.45,189.51,35.52,10.48,55.77,54.11,66.55,55.66,28.71,45.15,8.0,10.33,8.77,27.01,52.79,,0.22,0.33,0.33,27.55,46.09,7.88,16.77,26.88,21.66,33.22,42.17,,19.55,29.55,26.22,33.82,
,,,,,,47.25,14.85,,,,7.45,754.58,1233.18,989.42,863.18,719.5,557.56,823.47,742.68,933.47,816.61,635.78,998.01,661.07,661.11,999.95,887.72,841.94,908.76,787.76,,,168.13,191.7,194.84,186.54,186.78,217.39,220.8,187.95,210.91,208.77,8.22,170.48,284.26,50.25,15.82,8.71,204.88,308.93,56.57,12.83,8.27,180.38,295.61,57.89,9.86,8.43,181.34,289.1,54.57,12.73,8.45,195.5,304.72,58.44,7.77,6.71,143.94,239.15,46.34,7.17,8.04,159.73,279.64,47.76,9.62,8.63,166.73,291.64,57.5,11.04,8.49,165.64,289.85,49.18,21.04,7.73,159.38,278.51,53.87,12.65,8.65,157.16,290.08,55.62,13.48,5.95,108.45,189.51,35.52,10.48,55.77,54.11,66.55,55.66,28.71,45.15,8.0,10.33,8.77,27.01,52.79,,0.22,0.33,0.33,27.55,46.09,7.88,16.77,26.88,21.66,33.22,42.17,,19.55,29.55,26.22,33.82,True
,,,,,,47.25,14.85,,,,7.45,754.58,1233.18,989.42,863.18,719.5,557.56,823.47,742.68,933.47,816.61,635.78,998.01,661.07,661.11,999.95,887.72,841.94,908.76,787.76,,,168.13,191.7,194.84,186.54,186.78,217.39,220.8,187.95,210.91,208.77,8.22,170.48,284.26,50.25,15.82,8.71,204.88,308.93,56.57,12.83,8.27,180.38,295.61,57.89,9.86,8.43,181.34,289.1,54.57,12.73,8.45,195.5,304.72,58.44,7.77,6.71,143.94,239.15,46.34,7.17,8.04,159.73,279.64,47.76,9.62,8.63,166.73,291.64,57.5,11.04,8.49,165.64,289.85,49.18,21.04,7.73,159.38,278.51,53.87,12.65,8.65,157.16,290.08,55.62,13.48,5.95,108.45,189.51,35.52,10.48,55.77,54.11,66.55,55.66,28.71,45.15,8.0,10.33,8.77,27.01,52.79,,0.22,0.33,0.33,27.55,46.09,7.88,16.77,26.88,21.66,33.22,42.17,,19.55,29.55,26.22,33.82,True
,,,,,,47.25,14.85,,,,7.45,754.58,1233.18,989.42,863.18,719.5,557.56,823.47,742.68,933.47,816.61,635.78,998.01,661.07,661.11,999.95,887.72,841.94,908.76,787.76,,,168.13,191.7,194.84,186.54,186.78,217.39,220.8,187.95,210.91,208.77,8.22,170.48,284.26,50.25,15.82,8.71,204.88,308.93,56.57,12.83,8.27,180.38,295.61,57.89,9.86,8.43,181.34,289.1,54.57,12.73,8.45,195.5,304.72,58.44,7.77,6.71,143.94,239.15,46.34,7.17,8.04,159.73,279.64,47.76,9.62,8.63,166.73,291.64,57.5,11.04,8.49,165.64,289.85,49.18,21.04,7.73,159.38,278.51,53.87,12.65,8.65,157.16,290.08,55.62,13.48,5.95,108.45,189.51,35.52,10.48,55.77,54.11,66.55,55.66,28.71,45.15,8.0,10.33,8.77,27.01,52.79,,0.22,0.33,0.33,27.55,46.09,7.88,16.77,26.88,21.66,33.22,42.17,,19.55,29.55,26.22,33.82,True
86.0,151.0,140.0,83.0,98.0,100.0,47.25,14.85,,,,7.45,754.83,1234.42,989.33,863.04,719.58,557.45,823.5,742.79,933.51,816.52,635.82,997.97,660.9,660.86,1000.08,887.68,841.9,908.71,787.72,,,168.1,191.77,194.53,186.39,186.77,217.36,220.78,188.13,211.07,208.88,7.79,168.79,280.8,49.27,15.38,8.63,201.4,303.52,55.68,12.46,8.25,181.8,297.86,58.45,9.77,8.41,179.51,286.17,53.86,12.74,8.42,192.71,300.35,58.34,7.74,6.83,143.98,239.0,46.26,7.27,7.89,161.24,282.24,48.08,9.88,8.54,166.46,291.28,57.22,11.35,8.45,165.39,289.46,48.94,21.35,7.86,161.13,281.59,53.67,12.77,8.73,156.76,289.44,55.64,13.32,5.91,108.53,188.61,34.29,10.18,55.77,54.11,66.55,55.66,28.71,45.15,8.0,10.33,8.77,27.01,52.79,,0.22,0.33,0.33,27.55,46.09,7.88,16.77,26.88,21.66,33.22,42.17,,19.55,29.55,26.22,33.82,
80.0,128.0,160.0,98.0,120.0,104.0,47.3,14.85,,,,7.4,758.12,1256.45,988.16,863.2,719.54,557.95,821.2,743.62,932.66,816.79,636.37,998.04,658.58,659.5,1000.58,887.45,842.75,908.5,787.91,,,167.93,192.07,195.41,186.6,187.69,217.86,220.45,189.16,211.97,209.44,4.39,87.93,147.37,27.43,8.08,4.47,97.5,148.29,29.25,6.12,4.3,95.75,156.3,30.41,4.69,4.4,95.05,151.34,29.87,6.2,4.27,101.64,158.16,30.97,3.92,3.56,69.8,116.14,24.11,3.52,4.16,81.36,142.35,24.3,4.92,4.43,85.79,149.88,30.2,5.36,4.53,86.1,150.77,26.2,10.67,4.22,83.03,145.24,26.07,8.24,4.29,78.73,145.54,28.63,6.56,3.37,64.8,111.76,19.42,5.6,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
87.0,130.0,162.0,84.0,96.0,112.0,47.3,14.85,,,,7.4,758.12,1256.45,988.16,863.2,719.54,557.95,821.2,743.62,932.66,816.79,636.37,998.04,658.58,659.5,1000.58,887.45,842.75,908.5,787.91,,,167.93,192.07,195.41,186.6,187.69,217.86,220.45,189.16,211.97,209.44,4.39,87.93,147.37,27.43,8.08,4.47,97.5,148.29,29.25,6.12,4.3,95.75,156.3,30.41,4.69,4.4,95.05,151.34,29.87,6.2,4.27,101.64,158.16,30.97,3.92,3.56,69.8,116.14,24.11,3.52,4.16,81.36,142.35,24.3,4.92,4.43,85.79,149.88,30.2,5.36,4.53,86.1,150.77,26.2,10.67,4.22,83.03,145.24,26.07,8.24,4.29,78.73,145.54,28.63,6.56,3.37,64.8,111.76,19.42,5.6,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
80.0,124.0,148.0,92.0,108.0,102.0,47.3,14.85,,,,7.4,758.12,1256.45,988.16,863.2,719.54,557.95,821.2,743.62,932.66,816.79,636.37,998.04,658.58,659.5,1000.58,887.45,842.75,908.5,787.91,,,167.93,192.07,195.41,186.6,187.69,217.86,220.45,189.16,211.97,209.44,4.39,87.93,147.37,27.43,8.08,4.47,97.5,148.29,29.25,6.12,4.3,95.75,156.3,30.41,4.69,4.4,95.05,151.34,29.87,6.2,4.27,101.64,158.16,30.97,3.92,3.56,69.8,116.14,24.11,3.52,4.16,81.36,142.35,24.3,4.92,4.43,85.79,149.88,30.2,5.36,4.53,86.1,150.77,26.2,10.67,4.22,83.03,145.24,26.07,8.24,4.29,78.73,145.54,28.63,6.56,3.37,64.8,111.76,19.42,5.6,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
,,,,,,47.3,14.85,,,,7.4,758.12,1256.45,988.16,863.2,719.54,557.95,821.2,743.62,932.66,816.79,636.37,998.04,658.58,659.5,1000.58,887.45,842.75,908.5,787.91,,,167.93,192.07,195.41,186.6,187.69,217.86,220.45,189.16,211.97,209.44,4.39,87.93,147.37,27.43,8.08,4.47,97.5,148.29,29.25,6.12,4.3,95.75,156.3,30.41,4.69,4.4,95.05,151.34,29.87,6.2,4.27,101.64,158.16,30.97,3.92,3.56,69.8,116.14,24.11,3.52,4.16,81.36,142.35,24.3,4.92,4.43,85.79,149.88,30.2,5.36,4.53,86.1,150.77,26.2,10.67,4.22,83.03,145.24,26.07,8.24,4.29,78.73,145.54,28.63,6.56,3.37,64.8,111.76,19.42,5.6,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,True
108.0,128.0,132.0,86.0,134.0,87.0,47.3,14.83,,,,7.4,758.22,1259.21,988.14,863.22,719.46,557.76,820.9,743.3,933.01,816.85,636.4,997.89,658.14,659.21,1000.41,887.23,842.8,908.22,787.85,,,167.88,192.15,195.2,186.14,187.91,218.03,220.41,189.18,211.77,209.37,3.65,75.06,125.22,22.72,6.77,3.8,82.76,126.16,24.62,5.37,3.86,82.19,134.56,26.39,4.19,3.9,81.68,129.98,25.26,5.3,3.84,85.43,133.31,26.16,3.43,2.83,57.71,95.6,19.42,2.87,3.42,68.5,119.87,20.64,3.92,3.58,69.66,121.72,24.37,4.55,3.52,68.5,119.96,20.75,8.6,3.5,68.61,119.97,21.78,6.59,3.43,64.93,119.95,22.95,5.46,2.69,48.22,84.04,15.15,4.31,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
98.0,124.0,172.0,98.0,109.0,130.0,47.3,14.83,,,,7.4,758.22,1259.21,988.14,863.22,719.46,557.76,820.9,743.3,933.01,816.85,636.4,997.89,658.14,659.21,1000.41,887.23,842.8,908.22,787.85,,,167.88,192.15,195.2,186.14,187.91,218.03,220.41,189.18,211.77,209.37,3.65,75.06,125.22,22.72,6.77,3.8,82.76,126.16,24.62,5.37,3.86,82.19,134.56,26.39,4.19,3.9,81.68,129.98,25.26,5.3,3.84,85.43,133.31,26.16,3.43,2.83,57.71,95.6,19.42,2.87,3.42,68.5,119.87,20.64,3.92,3.58,69.66,121.72,24.37,4.55,3.52,68.5,119.96,20.75,8.6,3.5,68.61,119.97,21.78,6.59,3.43,64.93,119.95,22.95,5.46,2.69,48.22,84.04,15.15,4.31,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
94.0,109.0,166.0,92.0,134.0,120.0,47.3,14.83,,,,7.4,758.22,1259.21,988.14,863.22,719.46,557.76,820.9,743.3,933.01,816.85,636.4,997.89,658.14,659.21,1000.41,887.23,842.8,908.22,787.85,,,167.88,192.15,195.2,186.14,187.91,218.03,220.41,189.18,211.77,209.37,3.65,75.06,125.22,22.72,6.77,3.8,82.76,126.16,24.62,5.37,3.86,82.19,134.56,26.39,4.19,3.9,81.68,129.98,25.26,5.3,3.84,85.43,133.31,26.16,3.43,2.83,57.71,95.6,19.42,2.87,3.42,68.5,119.87,20.64,3.92,3.58,69.66,121.72,24.37,4.55,3.52,68.5,119.96,20.75,8.6,3.5,68.61,119.97,21.78,6.59,3.43,64.93,119.95,22.95,5.46,2.69,48.22,84.04,15.15,4.31,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
86.0,138.0,152.0,64.0,102.0,76.0,47.3,14.83,,,,7.4,758.66,1260.87,988.37,863.2,719.33,557.66,820.95,743.5,933.04,816.79,636.45,997.91,658.0,659.12,1000.29,887.0,842.87,908.25,787.95,,,167.88,192.15,195.2,186.14,188.38,218.38,220.32,189.28,211.73,209.22,3.7,74.31,124.04,22.57,6.6,3.81,82.83,126.32,24.61,5.37,3.83,81.49,133.37,26.38,4.18,3.82,81.6,129.84,25.0,5.3,3.76,84.39,131.7,25.79,3.42,2.84,58.22,96.79,19.44,2.82,3.47,69.81,122.23,21.27,3.73,3.63,70.55,123.39,24.83,4.43,3.61,69.9,122.35,21.37,8.5,3.42,67.95,118.79,21.84,6.16,3.58,66.34,122.56,23.15,5.57,2.68,46.51,81.49,15.2,4.22,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
90.0,124.0,130.0,82.0,111.0,106.0,47.3,14.83,,,,7.4,758.66,1260.87,988.37,863.2,719.33,557.66,820.95,743.5,933.04,816.79,636.45,997.91,658.0,659.12,1000.29,887.0,842.87,908.25,787.95,,,167.88,192.15,195.2,186.14,188.38,218.38,220.32,189.28,211.73,209.22,3.7,74.31,124.04,22.57,6.6,3.81,82.83,126.32,24.61,5.37,3.83,81.49,133.37,26.38,4.18,3.82,81.6,129.84,25.0,5.3,3.76,84.39,131.7,25.79,3.42,2.84,58.22,96.79,19.44,2.82,3.47,69.81,122.23,21.27,3.73,3.63,70.55,123.39,24.83,4.43,3.61,69.9,122.35,21.37,8.5,3.42,67.95,118.79,21.84,6.16,3.58,66.34,122.56,23.15,5.57,2.68,46.51,81.49,15.2,4.22,55.88,53.66,66.44,55.33,28.72,45.51,7.77,10.0,8.55,27.02,52.84,,0.22,0.33,0.33,27.56,46.78,7.77,16.88,27.11,21.77,33.0,42.55,,20.11,30.33,27.0,33.69,
94.0,146.0,144.0,92.0,104.0,96.0,47.3,14.83,,,,7.4,759.08,1262.45,988.45,863.25,719.25,557.58,820.95,743.5,932.91,816.83,636.45,997.75,657.83,659.08,1000.25,886.91,842.83,908.25,787.95,,,167.78,192.16,194.99,185.82,188.54,218.53,220.28,189.45,211.8,209.16,5.89,119.41,199.36,36.34,10.48,6.05,136.99,208.34,39.86,8.93,6.28,132.74,217.26,42.95,6.85,6.08,132.24,210.39,40.05,8.22,6.18,136.64,213.17,42.07,5.52,4.81,98.16,163.27,32.84,4.73,5.81,114.8,200.91,35.45,6.05,6.15,117.94,206.48,41.85,7.06,6.06,116.88,204.63,35.83,14.15,5.62,113.58,198.48,37.07,10.17,6.1,113.36,209.35,38.96,9.64,4.38,76.64,134.39,25.12,6.84,55.91,53.75,66.5,55.5,28.73,45.04,7.5,9.87,8.37,27.0,52.86,,0.25,0.37,0.37,27.56,46.9,7.75,16.87,26.25,21.5,32.96,42.53,,20.25,30.75,27.25,33.72,
80.0,141.0,166.0,78.0,116.0,90.0,47.3,14.83,,,,7.4,759.08,1262.45,988.45,863.25,719.25,557.58,820.95,743.5,932.91,816.83,636.45,997.75,657.83,659.08,1000.25,886.91,842.83,908.25,787.95,,,167.78,192.16,194.99,185.82,188.54,218.53,220.28,189.45,211.8,209.16,5.89,119.41,199.36,36.34,10.48,6.05,136.99,208.34,39.86,8.93,6.28,132.74,217.26,42.95,6.85,6.08,132.24,210.39,40.05,8.22,6.18,136.64,213.17,42.07,5.52,4.81,98.16,163.27,32.84,4.73,5.81,114.8,200.91,35.45,6.05,6.15,117.94,206.48,41.85,7.06,6.06,116.88,204.63,35.83,14.15,5.62,113.58,198.48,37.07,10.17,6.1,113.36,209.35,38.96,9.64,4.38,76.64,134.39,25.12,6.84,55.91,53.75,66.5,55.5,28.73,45.04,7.5,9.87,8.37,27.0,52.86,,0.25,0.37,0.37,27.56,46.9,7.75,16.87,26.25,21.5,32.96,42.53,,20.25,30.75,27.25,33.72,
72.0,117.0,109.0,76.0,85.0,105.0,47.4,14.85,,,,7.5,762.93,1275.41,988.55,863.38,719.25,556.77,822.02,744.87,939.25,814.75,635.49,996.48,655.41,658.51,1001.19,885.08,841.9,906.81,787.64,,,168.54,191.43,192.56,183.06,190.48,220.75,219.38,193.1,214.05,208.45,,,,,,6.49,120.21,220.68,39.45,13.68,7.1,138.8,263.42,46.75,14.38,6.36,121.82,223.31,41.77,10.67,,,,,,,,,,,,,,,,6.33,128.39,213.75,41.87,6.74,7.01,162.54,256.56,45.26,12.5,6.03,117.78,205.84,35.91,13.27,,,,,,,,,,,55.96,53.11,66.0,55.0,28.77,45.08,6.66,9.11,7.44,27.02,52.92,,0.22,0.33,0.33,27.57,48.39,7.55,15.55,24.0,20.0,32.44,43.67,,20.55,31.66,27.55,33.39,
74.0,118.0,132.0,73.0,88.0,101.0,47.4,14.85,,,,7.5,762.93,1275.41,988.55,863.38,719.25,556.77,822.02,744.87,939.25,814.75,635.49,996.48,655.41,658.51,1001.19,885.08,841.9,906.81,787.64,,,168.54,191.43,192.56,183.06,190.48,220.75,219.38,193.1,214.05,208.45,,,,,,6.49,120.21,220.68,39.45,13.68,7.1,138.8,263.42,46.75,14.38,6.36,121.82,223.31,41.77,10.67,,,,,,,,,,,,,,,,6.33,128.39,213.75,41.87,6.74,7.01,162.54,256.56,45.26,12.5,6.03,117.78,205.84,35.91,13.27,,,,,,,,,,,55.96,53.11,66.0,55.0,28.77,45.08,6.66,9.11,7.44,27.02,52.92,,0.22,0.33,0.33,27.57,48.39,7.55,15.55,24.0,20.0,32.44,43.67,,20.55,31.66,27.55,33.39,
76.0,130.0,118.0,92.0,116.0,96.0,47.4,14.86,,,,7.5,763.14,1275.66,988.51,863.34,719.21,556.85,822.06,744.91,939.42,814.58,635.41,996.57,655.41,658.47,1001.15,884.62,841.9,906.85,787.64,,,168.83,191.32,192.56,183.03,190.46,220.75,219.36,193.17,214.12,208.46,,,,,,6.46,118.21,217.65,39.08,12.6,7.35,139.09,264.12,46.6,14.18,6.49,123.6,226.8,42.19,10.56,,,,,,,,,,,,,,,,6.21,125.72,209.35,41.39,6.88,6.96,161.39,254.82,45.24,12.72,5.79,119.45,208.12,35.32,12.96,,,,,,,,,,,55.96,53.11,66.0,55.0,28.77,45.08,6.66,9.11,7.44,27.02,52.92,,0.22,0.33,0.33,27.57,48.39,7.55,15.55,24.0,20.0,32.44,43.67,,20.55,31.66,27.55,33.39,
79.0,92.0,94.0,85.0,110.0,90.0,47.4,14.86,,,,7.5,763.14,1275.66,988.51,863.34,719.21,556.85,822.06,744.91,939.42,814.58,635.41,996.57,655.41,658.47,1001.15,884.62,841.9,906.85,787.64,,,168.83,191.32,192.56,183.03,190.46,220.75,219.36,193.17,214.12,208.46,,,,,,6.46,118.21,217.65,39.08,12.6,7.35,139.09,264.12,46.6,14.18,6.49,123.6,226.8,42.19,10.56,,,,,,,,,,,,,,,,6.21,125.72,209.35,41.39,6.88,6.96,161.39,254.82,45.24,12.72,5.79,119.45,208.12,35.32,12.96,,,,,,,,,,,55.96,53.11,66.0,55.0,28.77,45.08,6.66,9.11,7.44,27.02,52.92,,0.22,0.33,0.33,27.57,48.39,7.55,15.55,24.0,20.0,32.44,43.67,,20.55,31.66,27.55,33.39,
94.0,117.0,82.0,94.0,124.0,93.0,47.4,14.86,,,,7.5,763.47,1275.9,988.52,863.44,719.26,556.8,821.72,744.87,939.58,814.62,635.41,996.51,655.36,658.44,1001.51,884.63,841.72,906.88,787.5,,,168.98,191.21,192.57,183.01,190.48,220.77,219.34,193.39,214.22,208.44,,,,,,7.03,128.7,236.93,42.1,13.7,8.01,149.54,283.95,49.48,15.34,7.05,132.17,242.61,45.29,11.26,,,,,,,,,,,,,,,,6.73,135.16,224.99,44.06,7.23,7.58,171.84,273.44,48.2,13.7,6.3,127.5,222.15,38.13,14.09,,,,,,,,,,,55.96,53.11,66.0,55.0,28.77,45.08,6.66,9.11,7.44,27.02,52.92,,0.22,0.33,0.33,27.57,48.39,7.55,15.55,24.0,20.0,32.44,43.67,,20.55,31.66,27.55,33.39,
94.0,117.0,80.0,82.0,102.0,90.0,47.4,14.86,,,,7.5,763.47,1275.9,988.52,863.44,719.26,556.8,821.72,744.87,939.58,814.62,635.41,996.51,655.36,658.44,1001.51,884.63,841.72,906.88,787.5,,,168.98,191.21,192.57,183.01,190.48,220.77,219.34,193.39,214.22,208.44,,,,,,7.03,128.7,236.93,42.1,13.7,8.01,149.54,283.95,49.48,15.34,7.05,132.17,242.61,45.29,11.26,,,,,,,,,,,,,,,,6.73,135.16,224.99,44.06,7.23,7.58,171.84,273.44,48.2,13.7,6.3,127.5,222.15,38.13,14.09,,,,,,,,,,,55.96,53.11,66.0,55.0,28.77,45.08,6.66,9.11,7.44,27.02,52.92,,0.22,0.33,0.33,27.57,48.39,7.55,15.55,24.0,20.0,32.44,43.67,,20.55,31.66,27.55,33.39,
90.0,122.0,77.0,88.0,112.0,92.0,47.4,14.86,,,,7.5,763.47,1275.9,988.52,863.44,719.26,556.8,821.72,744.87,939.58,814.62,635.41,996.51,655.36,658.44,1001.51,884.63,841.72,906.88,787.5,,,168.98,191.21,192.57,183.01,190.48,220.77,219.34,193.39,214.22,208.44,,,,,,7.03,128.7,236.93,42.1,13.7,8.01,149.54,283.95,49.48,15.34,7.05,132.17,242.61,45.29,11.26,,,,,,,,,,,,,,,,6.73,135.16,224.99,44.06,7.23,7.58,171.84,273.44,48.2,13.7,6.3,127.5,222.15,38.13,14.09,,,,,,,,,,,55.96,53.11,66.0,55.0,28.77,45.08,6.66,9.11,7.44,27.02,52.92,,0.22,0.33,0.33,27.57,48.39,7.55,15.55,24.0,20.0,32.44,43.67,,20.55,31.66,27.55,33.39,
105.0,132.0,92.0,95.0,122.0,104.0,47.4,14.86,,,,7.5,763.59,1275.95,988.34,863.51,719.29,556.9,821.4,744.79,939.83,814.54,635.33,996.44,655.33,658.38,1001.69,884.46,841.52,906.9,787.39,,,169.11,191.09,192.62,183.03,190.49,220.78,219.32,193.59,214.32,208.44,,,,,,6.96,127.74,235.13,41.97,13.44,8.04,149.87,284.52,50.13,15.43,7.0,132.65,243.47,44.94,11.28,,,,,,,,,,,,,,,,6.55,133.15,221.16,42.79,7.14,7.5,164.59,260.68,47.43,13.53,6.04,127.83,222.09,37.09,13.71,,,,,,,,,,,55.98,53.37,66.25,55.25,28.8,45.07,6.75,9.25,7.5,27.02,52.95,,0.25,0.37,0.37,27.58,48.75,7.5,15.75,24.37,20.37,32.29,43.96,,20.62,32.0,27.87,33.32,
,,,,,,47.4,14.86,,,,7.5,763.59,1275.95,988.34,863.51,719.29,556.9,821.4,744.79,939.83,814.54,635.33,996.44,655.33,658.38,1001.69,884.46,841.52,906.9,787.39,,,169.11,191.09,192.62,183.03,190.49,220.78,219.32,193.59,214.32,208.44,,,,,,6.96,127.74,235.13,41.97,13.44,8.04,149.87,284.52,50.13,15.43,7.0,132.65,243.47,44.94,11.28,,,,,,,,,,,,,,,,6.55,133.15,221.16,42.79,7.14,7.5,164.59,260.68,47.43,13.53,6.04,127.83,222.09,37.09,13.71,,,,,,,,,,,55.98,53.37,66.25,55.25,28.8,45.07,6.75,9.25,7.5,27.02,52.95,,0.25,0.37,0.37,27.58,48.75,7.5,15.75,24.37,20.37,32.29,43.96,,20.62,32.0,27.87,33.32,True
82.0,101.0,86.0,88.0,110.0,94.0,47.4,14.86,,,,7.5,763.71,1276.28,988.26,863.63,719.38,556.81,821.23,744.75,940.33,814.5,635.33,996.36,655.28,658.47,1001.85,884.25,841.44,906.77,787.43,,,169.15,191.06,192.6,183.01,190.51,220.8,219.31,193.63,214.34,208.44,,,,,,6.12,111.07,204.56,36.52,11.4,7.09,130.12,247.09,43.4,13.41,6.15,112.25,207.21,38.61,9.56,,,,,,,,,,,,,,,,5.86,121.27,201.38,38.74,6.5,6.83,150.37,238.01,43.17,12.27,5.54,118.04,204.92,33.99,12.59,,,,,,,,,,,55.98,53.37,66.25,55.25,28.8,45.07,6.75,9.25,7.5,27.02,52.95,,0.25,0.37,0.37,27.58,48.75,7.5,15.75,24.37,20.37,32.29,43.96,,20.62,32.0,27.87,33.32,
